"status","result__focalYear","result__focalSample","result__targetYear","result__targetSample","result__statType","result__subject","result__grade","result__jurisdiction","result__scale","result__variable","result__variableLabel","result__valLabel","result__valValue","result__focalValue","result__isFocalStatDisplayable","result__focalErrorFlag","result__targetValue","result__isTargetStatDisplayable","result__targetErrorFlag","result__isSigDisplayable","result__gap","result__sig"
"","2017","R3","2009","R3","MN:MN","RED","4","MT","RRPCM","GENDER","Gender","Male","1","220.226392772312","1","0","221.782660533959","1","0","1","-1.55626776164698","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MT","RRPCM","GENDER","Gender","Female","2","224.626018990616","1","0","227.604838638613","1","0","1","-2.978819647997","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NC","RRPCM","GENDER","Gender","Male","1","221.169723371429","1","0","214.787784315963","1","0","1","6.38193905546601","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","NC","RRPCM","GENDER","Gender","Female","2","226.831784915533","1","0","224.020927800913","1","0","1","2.81085711462001","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","ND","RRPCM","GENDER","Gender","Male","1","216.681968313061","1","0","223.10733715341","1","0","1","-6.42536884034899","LOWER"
"","2017","R3","2009","R3","MN:MN","RED","4","ND","RRPCM","GENDER","Gender","Female","2","226.695690162753","1","0","228.918589190256","1","0","1","-2.22289902750299","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NE","RRPCM","GENDER","Gender","Male","1","220.766447010768","1","0","219.672502281107","1","0","1","1.09394472966099","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NE","RRPCM","GENDER","Gender","Female","2","227.653592283378","1","0","225.466860068808","1","0","1","2.18673221457001","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NH","RRPCM","GENDER","Gender","Male","1","227.622394974737","1","0","225.854005922464","1","0","1","1.76838905227299","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NH","RRPCM","GENDER","Gender","Female","2","230.211538511073","1","0","232.652953917983","1","0","1","-2.44141540691001","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NJ","RRPCM","GENDER","Gender","Male","1","228.676745937908","1","0","227.109877186229","1","0","1","1.56686875167901","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NJ","RRPCM","GENDER","Gender","Female","2","237.391471562469","1","0","231.698153593304","1","0","1","5.69331796916501","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","NM","RRPCM","GENDER","Gender","Male","1","203.95849177772","1","0","202.834368920931","1","0","1","1.124122856789","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NM","RRPCM","GENDER","Gender","Female","2","211.604810746191","1","0","212.594839630945","1","0","1","-0.990028884753997","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NP","RRPCM","GENDER","Gender","Male","1","217.87646106032","1","0","216.172663167435","1","0","1","1.70379789288501","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","NP","RRPCM","GENDER","Gender","Female","2","223.868642241135","1","0","223.135706072189","1","0","1","0.732936168945997","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NV","RRPCM","GENDER","Gender","Male","1","211.246493975832","1","0","208.25779060966","1","0","1","2.98870336617202","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NV","RRPCM","GENDER","Gender","Female","2","218.533053464335","1","0","213.976553663381","1","0","1","4.55649980095401","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NY","RRPCM","GENDER","Gender","Male","1","219.024012162552","1","0","220.794695402466","1","0","1","-1.77068323991401","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","NY","RRPCM","GENDER","Gender","Female","2","224.779674676619","1","0","228.10994829596","1","0","1","-3.330273619341","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","OH","RRPCM","GENDER","Gender","Male","1","223.497847648411","1","0","221.643488648998","1","0","1","1.85435899941302","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","OH","RRPCM","GENDER","Gender","Female","2","227.098999529729","1","0","227.359368695241","1","0","1","-0.260369165511975","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","OK","RRPCM","GENDER","Gender","Male","1","212.884139747191","1","0","213.965077337446","1","0","1","-1.08093759025499","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","OK","RRPCM","GENDER","Gender","Female","2","220.405491055469","1","0","220.360614411778","1","0","1","0.0448766436910262","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","OR","RRPCM","GENDER","Gender","Male","1","212.403146769556","1","0","214.119580511062","1","0","1","-1.71643374150599","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","OR","RRPCM","GENDER","Gender","Female","2","222.780554610986","1","0","222.500492043449","1","0","1","0.280062567537016","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","PA","RRPCM","GENDER","Gender","Male","1","224.111122237425","1","0","221.348590389687","1","0","1","2.76253184773802","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","PA","RRPCM","GENDER","Gender","Female","2","225.756307280793","1","0","226.130538682297","1","0","1","-0.374231401503977","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","RI","RRPCM","GENDER","Gender","Male","1","220.605576552592","1","0","217.865993291219","1","0","1","2.73958326137299","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","RI","RRPCM","GENDER","Gender","Female","2","226.151685503661","1","0","227.788354564659","1","0","1","-1.63666906099797","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","SC","RRPCM","GENDER","Gender","Male","1","209.566332038524","1","0","213.406127584539","1","0","1","-3.83979554601501","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","SC","RRPCM","GENDER","Gender","Female","2","216.908854720215","1","0","218.548467866338","1","0","1","-1.639613146123","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","SD","RRPCM","GENDER","Gender","Male","1","219.150621593835","1","0","219.526939475528","1","0","1","-0.376317881692984","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","SD","RRPCM","GENDER","Gender","Female","2","224.399956002526","1","0","224.986731815052","1","0","1","-0.586775812525985","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","TN","RRPCM","GENDER","Gender","Male","1","215.298266319795","1","0","213.857725172857","1","0","1","1.44054114693802","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","TN","RRPCM","GENDER","Gender","Female","2","222.683551442476","1","0","219.654583068219","1","0","1","3.02896837425698","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","TX","RRPCM","GENDER","Gender","Male","1","213.480033355234","1","0","215.671112654453","1","0","1","-2.19107929921898","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","TX","RRPCM","GENDER","Gender","Female","2","216.385004986515","1","0","222.172896698448","1","0","1","-5.78789171193299","LOWER"
"","2017","R3","2009","R3","MN:MN","RED","4","UT","RRPCM","GENDER","Gender","Male","1","221.076776708183","1","0","216.930110591978","1","0","1","4.14666611620498","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","UT","RRPCM","GENDER","Gender","Female","2","229.646934844987","1","0","221.549557044143","1","0","1","8.09737780084399","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","VA","RRPCM","GENDER","Gender","Male","1","226.245481047042","1","0","222.780828509803","1","0","1","3.464652537239","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","VA","RRPCM","GENDER","Gender","Female","2","229.020300389193","1","0","230.467290216981","1","0","1","-1.446989827788","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","VT","RRPCM","GENDER","Gender","Male","1","223.347717963286","1","0","226.107833888701","1","0","1","-2.76011592541502","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","VT","RRPCM","GENDER","Gender","Female","2","229.647313824145","1","0","231.477268708324","1","0","1","-1.82995488417902","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","WA","RRPCM","GENDER","Gender","Male","1","220.253237723325","1","0","217.090701068869","1","0","1","3.16253665445598","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","WA","RRPCM","GENDER","Gender","Female","2","226.101112346985","1","0","225.73310603714","1","0","1","0.368006309844986","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","WI","RRPCM","GENDER","Gender","Male","1","216.729202781108","1","0","216.606253978099","1","0","1","0.122948803008995","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","WI","RRPCM","GENDER","Gender","Female","2","222.770313133907","1","0","223.888108776553","1","0","1","-1.117795642646","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","WV","RRPCM","GENDER","Gender","Male","1","212.899002575232","1","0","210.866604167164","1","0","1","2.03239840806799","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","WV","RRPCM","GENDER","Gender","Female","2","221.840048256304","1","0","218.304084725482","1","0","1","3.53596353082199","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","WY","RRPCM","GENDER","Gender","Male","1","224.198569277745","1","0","219.129597190501","1","0","1","5.06897208724402","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","WY","RRPCM","GENDER","Gender","Female","2","229.691692267162","1","0","226.497720780367","1","0","1","3.19397148679502","HIGHER"
